station_code,ogd_name,osm_name,osm_id,match_method,match_confidence,match_status,lat,lon,wikidata
NBS,New Baneswar,,,none,NONE,UNMATCHED,,,
SMTA,Samuktala Ro,,,none,NONE,UNMATCHED,,,
SRPB,Srirampur (A,,,none,NONE,UNMATCHED,,,
CPQ,Chaprakata,,,none,NONE,UNMATCHED,,,
PTLD,Patiladaha,,,none,NONE,UNMATCHED,,,
GOE,Ghograpar,,,none,NONE,UNMATCHED,,,
BKTB,Bindukuri,,,none,NONE,UNMATCHED,,,
TKTB,Thakurbari,,,none,NONE,UNMATCHED,,,
CHOD,Charduar,,,none,NONE,UNMATCHED,,,
GAMN,Gamani,Perugamani,node/6026340118,fuzzy_name,MEDIUM,MATCHED,10.888803,78.5475192,Q63356170
BHNG,Bhalukpong,,,none,NONE,UNMATCHED,,,
NYT,Nayatola,,,none,NONE,UNMATCHED,,,
DNQ,Dandkhora,,,none,NONE,UNMATCHED,,,
GRR,Gorphar,,,none,NONE,UNMATCHED,,,
BHNP,Bishanpur Ha,,,none,NONE,UNMATCHED,,,
JAU,Jhaua,,,none,NONE,UNMATCHED,,,
MENP,Meenapur,,,none,NONE,UNMATCHED,,,
DLF,Dalan,,,none,NONE,UNMATCHED,,,
RWA,Rautara,,,none,NONE,UNMATCHED,,,
RNX,Ranipatra,,,none,NONE,UNMATCHED,,,
KUB,Kasba,,,none,NONE,UNMATCHED,,,
GBN,Garh Banali,,,none,NONE,UNMATCHED,,,
JAG,Jalalgarh,,,none,NONE,UNMATCHED,,,
KSY,Kusiargaon,,,none,NONE,UNMATCHED,,,
ARR,Arariya,,,none,NONE,UNMATCHED,,,
SMH,Simraha,,,none,NONE,UNMATCHED,,,
BTF,Bathnaha,,,none,NONE,UNMATCHED,,,
DLZ,Dholbaza,,,none,NONE,UNMATCHED,,,
GPE,Gogi Pothia,,,none,NONE,UNMATCHED,,,
HOD,Haldia Bihar,,,none,NONE,UNMATCHED,,,
SATR,Satar Halt,,,none,NONE,UNMATCHED,,,
MOP,Mohitnagar,,,none,NONE,UNMATCHED,,,
KDX,Kadabari Hat,,,none,NONE,UNMATCHED,,,
MDG,Mandalghat,,,none,NONE,UNMATCHED,,,
KSBI,Kashiabari,,,none,NONE,UNMATCHED,,,
GSA,Guagachha,,,none,NONE,UNMATCHED,,,
NSRH,Niz-Sariha,,,none,NONE,UNMATCHED,,,
BIZ,Baihata,,,none,NONE,UNMATCHED,,,
AGT,Agthori,,,none,NONE,UNMATCHED,,,
MZQ,Majgaon-Assa,,,none,NONE,UNMATCHED,,,
AYU,Abhayapuri A,,,none,NONE,UNMATCHED,,,
PNVT,Panchratna,,,none,NONE,UNMATCHED,,,
KRNI,Krishnai,,,none,NONE,UNMATCHED,,,
DDNI,Dudhnoi,,,none,NONE,UNMATCHED,,,
AMGA,Amjonga,,,none,NONE,UNMATCHED,,,
RGJI,Rangjuli,,,none,NONE,UNMATCHED,,,
DPRA,Dhupdhara,,,none,NONE,UNMATCHED,,,
SNCA,Singra,,,none,NONE,UNMATCHED,,,
BOKO,Boko,,,none,NONE,UNMATCHED,,,
BMGN,Bamunigaon,,,none,NONE,UNMATCHED,,,
CGON,Chaygaon,,,none,NONE,UNMATCHED,,,
MRZA,Mirza,,,none,NONE,UNMATCHED,,,
AZA,Azara,,,none,NONE,UNMATCHED,,,
MNDP,Mendipathar,,,none,NONE,UNMATCHED,,,
NOLB,Nolbari,,,none,NONE,UNMATCHED,,,
LCT,Langcholiet,,,none,NONE,UNMATCHED,,,
NLN,Nailalung,,,none,NONE,UNMATCHED,,,
DLDE,Daldali,,,none,NONE,UNMATCHED,,,
RXR,Rangapahar,,,none,NONE,UNMATCHED,,,
RXRX,Rangaphar Cr,,,none,NONE,UNMATCHED,,,
KHKT,Khotkhoti,,,none,NONE,UNMATCHED,,,
CJA,Chongajan,,,none,NONE,UNMATCHED,,,
BHGN,Bhilgaon,,,none,NONE,UNMATCHED,,,
JMI,Jamguri,,,none,NONE,UNMATCHED,,,
OTN,Oating,,,none,NONE,UNMATCHED,,,
CFG,Chakiting,,,none,NONE,UNMATCHED,,,
KQY,Kharikatia,,,none,NONE,UNMATCHED,,,
LH,Lahing,,,none,NONE,UNMATCHED,,,
SLX,Selenghat,,,none,NONE,UNMATCHED,,,
MZA,Mezenga,,,none,NONE,UNMATCHED,,,
NZR,Nazira,,,none,NONE,UNMATCHED,,,
MUGN,Mahutgaon,,,none,NONE,UNMATCHED,,,
LPTA,Longpatia,,,none,NONE,UNMATCHED,,,
BRNR,Barua Nagar,,,none,NONE,UNMATCHED,,,
BTZ,Balimara,,,none,NONE,UNMATCHED,,,
BDT,Bordubi Road,,,none,NONE,UNMATCHED,,,
CGF,Charali,,,none,NONE,UNMATCHED,,,
DSX,Desang,,,none,NONE,UNMATCHED,,,
KRHT,Kharahat,,,none,NONE,UNMATCHED,,,
MHKT,Mohkhuti,,,none,NONE,UNMATCHED,,,
SEPN,Sepon,,,none,NONE,UNMATCHED,,,
MOX,Moran,,,none,NONE,UNMATCHED,,,
KOWN,Khowang,,,none,NONE,UNMATCHED,,,
LPK,Lepetkata,,,none,NONE,UNMATCHED,,,
VT,Vellore Town,,,none,NONE,UNMATCHED,,,
POI,Ponpadi,,,none,NONE,UNMATCHED,,,
VKZ,Venkatanaras,,,none,NONE,UNMATCHED,,,
VGA,Vepagunta,,,none,NONE,UNMATCHED,,,
TDK,Taduku,,,none,NONE,UNMATCHED,,,
PUDI,Pudi,,,none,NONE,UNMATCHED,,,
MRM,Mamanduru,,,none,NONE,UNMATCHED,,,
BLPE,Balapalle,,,none,NONE,UNMATCHED,,,
SF,Settigunta,,,none,NONE,UNMATCHED,,,
ANE,Anantarajupe,,,none,NONE,UNMATCHED,,,
RPL,Reddipalli,,,none,NONE,UNMATCHED,,,
HAQ,Hastavaramu,,,none,NONE,UNMATCHED,,,
MMPL,Mantapampall,,,none,NONE,UNMATCHED,,,
VNM,Ontimitta,,,none,NONE,UNMATCHED,,,
BKPT,Bhakarapet,,,none,NONE,UNMATCHED,,,
KNLP,Kanamalepall,,,none,NONE,UNMATCHED,,,
SVF,Srivenkatape,,,none,NONE,UNMATCHED,,,
MLPM,Arakkonam We,,,none,NONE,UNMATCHED,,,
MNX,Manganallur,,,none,NONE,UNMATCHED,,,
POM,Punthottam,,,none,NONE,UNMATCHED,,,
AWT,Alwar Tiruna,,,none,NONE,UNMATCHED,,,
TTQ,Thathankulam,,,none,NONE,UNMATCHED,,,
PCO,Palayamkotta,,,none,NONE,UNMATCHED,,,
CV,Cauvery,,,none,NONE,UNMATCHED,,,
ANU,Anangur,,,none,NONE,UNMATCHED,,,
MVPM,Mavelipalaiy,,,none,NONE,UNMATCHED,,,
DC,Magudanchava,,,none,NONE,UNMATCHED,,,
MCRD,Mecheri Road,,,none,NONE,UNMATCHED,,,
MTDM,Mettur Dam,,,none,NONE,UNMATCHED,,,
PCTM,Puduchatti,,,none,NONE,UNMATCHED,,,
VNGL,Laddivadi,,,none,NONE,UNMATCHED,,,
MKY,Mekkudi Halt,,,none,NONE,UNMATCHED,,,
JPM,Jiyapuram Ha,,,none,NONE,UNMATCHED,,,
MUQ,Marudur Halt,,,none,NONE,UNMATCHED,,,
PAS,Pasur,,,none,NONE,UNMATCHED,,,
CVD,Chavadipalay,Avadi,node/3678939665,fuzzy_name,MEDIUM,MATCHED,13.1182744,80.1015427,Q4827409
KNNT,Kunnathur Ha,,,none,NONE,UNMATCHED,,,
TNGR,Thonganur H,,,none,NONE,UNMATCHED,,,
MY,Malliyam,,,none,NONE,UNMATCHED,,,
NPT,Narasinganpe,,,none,NONE,UNMATCHED,,,
TDR,Tiruvidaimar,,,none,NONE,UNMATCHED,,,
TRM,Tirunagesvar,,,none,NONE,UNMATCHED,,,
DSM,Darasuram,,,none,NONE,UNMATCHED,,,
SWI,Swami Malai,,,none,NONE,UNMATCHED,,,
ONR,Coonoor,,,none,NONE,UNMATCHED,,,
WEL,Wellington,,,none,NONE,UNMATCHED,,,
AVK,Aravankadu,,,none,NONE,UNMATCHED,,,
KXT,Ketti,,,none,NONE,UNMATCHED,,,
LOV,Lovedale,,,none,NONE,UNMATCHED,,,
UAM,Udhagamandal,,,none,NONE,UNMATCHED,,,
KAY,Karai Madai,,,none,NONE,UNMATCHED,,,
CMNR,Chamrajanaga,,,none,NONE,UNMATCHED,,,
BDGP,Badanaguppe,,,none,NONE,UNMATCHED,,,
KRNU,Kananur,,,none,NONE,UNMATCHED,,,
KVE,Kavalande,,,none,NONE,UNMATCHED,,,
NBU,Narasambudhi,,,none,NONE,UNMATCHED,,,
CGHD,Chinnadagudi,,,none,NONE,UNMATCHED,,,
NTW,Nanjangud To,,,none,NONE,UNMATCHED,,,
SJPM,Sujatapuram,,,none,NONE,UNMATCHED,,,
TXM,Tandavapura,,,none,NONE,UNMATCHED,,,
KDO,Kadakola,,,none,NONE,UNMATCHED,,,
AP,Ashokapuram,,,none,NONE,UNMATCHED,,,
CMJ,Chamarajapur,,,none,NONE,UNMATCHED,,,
SDVL,Soldevanahal,,,none,NONE,UNMATCHED,,,
SOLR,Solur,,,none,NONE,UNMATCHED,,,
TASA,Tippesandra,,,none,NONE,UNMATCHED,,,
SIDP,Siddapura,,,none,NONE,UNMATCHED,,,
ACCI,Adichunchuna,,,none,NONE,UNMATCHED,,,
DSVS,D Samudraval,,,none,NONE,UNMATCHED,,,
SIGA,Shantigrama,,,none,NONE,UNMATCHED,,,
MVC,Mavinkere,,,none,NONE,UNMATCHED,,,
ANC,Annechakanah,,,none,NONE,UNMATCHED,,,
SRVN,Sravanur,,,none,NONE,UNMATCHED,,,
BRBL,Birahalli,,,none,NONE,UNMATCHED,,,
AKK,Akkihebbalu,,,none,NONE,UNMATCHED,,,
HAH,Hosa Agrahar,,,none,NONE,UNMATCHED,,,
ARNH,Arjunahalli,,,none,NONE,UNMATCHED,,,
HPA,Hampapura,,,none,NONE,UNMATCHED,,,
DOY,Dornahalli,,,none,NONE,UNMATCHED,,,
KLYH,Kallur Yedah,,,none,NONE,UNMATCHED,,,
KJS,Krishnarajsa,,,none,NONE,UNMATCHED,,,
BLGA,Belagula,,,none,NONE,UNMATCHED,,,
KCLA,Kenchanalu,,,none,NONE,UNMATCHED,,,
ARU,Arasalu,,,none,NONE,UNMATCHED,,,
SPV,Sivapur,,,none,NONE,UNMATCHED,,,
KRNH,Kornahalli,,,none,NONE,UNMATCHED,,,
MSS,Masarahalli,,,none,NONE,UNMATCHED,,,
SMDT,Semmandapatt,,,none,NONE,UNMATCHED,,,
MPC,Muttampatti,,,none,NONE,UNMATCHED,,,
SZV,Sivadi,Sivadi,node/6017330755,fuzzy_name,MEDIUM,MATCHED,12.0390657,78.1182781,Q63360814
PRNT,Periyanagath,,,none,NONE,UNMATCHED,,,
KMLM,Kelamangalam,,,none,NONE,UNMATCHED,,,
HHT,Habanghatta,,,none,NONE,UNMATCHED,,,
BGPA,Bageshpura,,,none,NONE,UNMATCHED,,,
SHYP,Sakkaraya Pa,,,none,NONE,UNMATCHED,,,
CMGR,Chikmagaluru,,,none,NONE,UNMATCHED,,,
CHPD,Cheppad,,,none,NONE,UNMATCHED,,,
KVTA,Karuvatta H.,,,none,NONE,UNMATCHED,,,
TZH,Takazhi,,,none,NONE,UNMATCHED,,,
PNPR,Punnapra,,,none,NONE,UNMATCHED,,,
TMPY,Tumboli H.,,,none,NONE,UNMATCHED,,,
KAVR,Kalavur H.,,,none,NONE,UNMATCHED,,,
TRVZ,Tiruvizha,,,none,NONE,UNMATCHED,,,
VAY,Vayalar,,,none,NONE,UNMATCHED,,,
EZP,Ezhupunna,,,none,NONE,UNMATCHED,,,
AROR,Arur H.,,,none,NONE,UNMATCHED,,,
KUMM,Kumbalam,,,none,NONE,UNMATCHED,,,
VRLR,Virani Alur,,,none,NONE,UNMATCHED,,,
AMVA,Amaravilla H,,,none,NONE,UNMATCHED,,,
BRAM,Balaramapura,,,none,NONE,UNMATCHED,,,
NEM,Nemam,,,none,NONE,UNMATCHED,,,
VELI,Veli H.,,,none,NONE,UNMATCHED,,,
KXP,Kaniyapuram,,,none,NONE,UNMATCHED,,,
PGZ,Perunguzhi,,,none,NONE,UNMATCHED,,,
AMY,Akathamuri,,,none,NONE,UNMATCHED,,,
EVA,Edavai,,,none,NONE,UNMATCHED,,,
KFI,Kappil,,,none,NONE,UNMATCHED,,,
IRP,Iravipuram H,,,none,NONE,UNMATCHED,,,
CGV,Chingavanam,,,none,NONE,UNMATCHED,,,
THX,Tovalai H.,,,none,NONE,UNMATCHED,,,
SGLM,Sengulam,,,none,NONE,UNMATCHED,,,
MP,Melappalayam,,,none,NONE,UNMATCHED,,,
TAY,Talaiyuthu,,,none,NONE,UNMATCHED,,,
SNO,Somanur,,,none,NONE,UNMATCHED,,,
SHI,Singanallur,,,none,NONE,UNMATCHED,,,
SUU,Sulur Road,,,none,NONE,UNMATCHED,,,
VNJ,Vanjipalaiya,,,none,NONE,UNMATCHED,,,
VZ,Vijayamangal,,,none,NONE,UNMATCHED,,,
IGR,Ingur,,,none,NONE,UNMATCHED,,,
PY,Perundurai,,,none,NONE,UNMATCHED,,,
TPM,Totiyapalaiy,,,none,NONE,UNMATCHED,,,
NRK,Naraikkinar,,,none,NONE,UNMATCHED,,,
GDN,Gangaikondan,,,none,NONE,UNMATCHED,,,
MDKI,Madukarai,,,none,NONE,UNMATCHED,,,
ETMD,Ettimadai,,,none,NONE,UNMATCHED,,,
WRA,Walayar,,,none,NONE,UNMATCHED,,,
KJKD,Kanjikode,,,none,NONE,UNMATCHED,,,
PLL,Parli,,,none,NONE,UNMATCHED,,,
MNY,Mankarai,,,none,NONE,UNMATCHED,,,
LDY,Lakkiti,,,none,NONE,UNMATCHED,,,
PLPM,Palappuram H,,,none,NONE,UNMATCHED,,,
MNUR,Mannanur,Annanur,node/5310778035,fuzzy_name,MEDIUM,MATCHED,13.1163563,80.1269127,Q4767947
PUM,Pallippuram,,,none,NONE,UNMATCHED,,,
KUL,Kallayi,,,none,NONE,UNMATCHED,,,
NAU,Nadapuram Ro,,,none,NONE,UNMATCHED,,,
MUKE,Mukkali Halt,,,none,NONE,UNMATCHED,,,
CQL,Chirakkal Ha,,,none,NONE,UNMATCHED,,,
PPNS,Pappinisseri,,,none,NONE,UNMATCHED,,,
KLAD,Kalanad Halt,,,none,NONE,UNMATCHED,,,
KIF,Kuri,Kurinjipadi,node/5302069214,fuzzy_name,MEDIUM,MATCHED,11.5727513,79.5964024,Q63358030
KFV,Kundara East,,,none,NONE,UNMATCHED,,,
CTPE,Chandanattop,,,none,NONE,UNMATCHED,,,
EDN,Edamann,,,none,NONE,UNMATCHED,,,
VTK,Vallattolnag,,,none,NONE,UNMATCHED,,,
MUC,Mullurcarai,,,none,NONE,UNMATCHED,,,
MGK,Mulagunnathu,,,none,NONE,UNMATCHED,,,
OLR,Ollur,,,none,NONE,UNMATCHED,,,
NYI,Nellayi,,,none,NONE,UNMATCHED,,,
KRAN,Koratti Anga,,,none,NONE,UNMATCHED,,,
KUC,Karukutty,,,none,NONE,UNMATCHED,,,
CWR,Chovvara,,,none,NONE,UNMATCHED,,,
KLMR,Kalamasseri,,,none,NONE,UNMATCHED,,,
VDKS,Vadanam Kuru,,,none,NONE,UNMATCHED,,,
KZC,Kulukalur Ha,,,none,NONE,UNMATCHED,,,
TDPM,Todiyappulam,,,none,NONE,UNMATCHED,,,
KFE,Kurikad,,,none,NONE,UNMATCHED,,,
KPTM,Kanjirammita,,,none,NONE,UNMATCHED,,,
KDTY,Kaduturutty,,,none,NONE,UNMATCHED,,,
KFQ,Kumaranallur,,,none,NONE,UNMATCHED,,,
NLPD,Nalla Padu J,,,none,NONE,UNMATCHED,,,
PRCA,Perecherla,,,none,NONE,UNMATCHED,,,
PPM,Phirangipura,,,none,NONE,UNMATCHED,,,
NDPU,Nudurupadu,,,none,NONE,UNMATCHED,,,
STUR,Satulur,,,none,NONE,UNMATCHED,,,
MUK,Munumaka,,,none,NONE,UNMATCHED,,,
SAB,Santamgalur,,,none,NONE,UNMATCHED,,,
VLE,Vellalcheruv,,,none,NONE,UNMATCHED,,,
SYM,Savalyapuram,,,none,NONE,UNMATCHED,,,
CEM,Cheekateegal,,,none,NONE,UNMATCHED,,,
GKM,Gundlakamma,,,none,NONE,UNMATCHED,,,
POO,Potlapadu,,,none,NONE,UNMATCHED,,,
GJJ,Gajjelakonda,,,none,NONE,UNMATCHED,,,
JBK,Jaggambhotla,,,none,NONE,UNMATCHED,,,
SDV,Somidevi Pal,,,none,NONE,UNMATCHED,,,
GMA,Gudimetta Ha,,,none,NONE,UNMATCHED,,,
KSTE,Kistamasetti,,,none,NONE,UNMATCHED,,,
CMZ,Chalama,,,none,NONE,UNMATCHED,,,
GZL,Gazulapalli,,,none,NONE,UNMATCHED,,,
PNM,Panyam,,,none,NONE,UNMATCHED,,,
KEF,Krishna Mako,,,none,NONE,UNMATCHED,,,
RGM,Rangapuram,,,none,NONE,UNMATCHED,,,
MLK,Malkapuram,,,none,NONE,UNMATCHED,,,
MYL,Malliyala,,,none,NONE,UNMATCHED,,,
LMD,Linganenidod,,,none,NONE,UNMATCHED,,,
EDD,Edduladoddi,,,none,NONE,UNMATCHED,,,
TGL,Tuggali,,,none,NONE,UNMATCHED,,,
MLGT,Mallapa Gate,,,none,NONE,UNMATCHED,,,
BLL,Bantanahal,,,none,NONE,UNMATCHED,,,
BNL,Bevinahalu,,,none,NONE,UNMATCHED,,,
VP,Virapur,,,none,NONE,UNMATCHED,,,
HGI,Hagari,,,none,NONE,UNMATCHED,,,
HDD,Haddingaundu,,,none,NONE,UNMATCHED,,,
CSDR,Channasandra,,,none,NONE,UNMATCHED,,,
RNN,Rajan Kunti,,,none,NONE,UNMATCHED,,,
ORH,Oddara Halli,,,none,NONE,UNMATCHED,,,
MKL,Makali Durga,,,none,NONE,UNMATCHED,,,
TDV,Thonde Bhavi,,,none,NONE,UNMATCHED,,,
SMWA,Someshwara,,,none,NONE,UNMATCHED,,,
VWA,Viduraswatth,,,none,NONE,UNMATCHED,,,
DPE,Devarapalle,,,none,NONE,UNMATCHED,,,
MLU,Malugur,,,none,NONE,UNMATCHED,,,
CPL,Chakariapall,,,none,NONE,UNMATCHED,,,
NRYP,Narayanapura,,,none,NONE,UNMATCHED,,,
KTCR,Katlichera,,,none,NONE,UNMATCHED,,,
BSPL,Basampalle,,,none,NONE,UNMATCHED,,,
CCA,Chigicheria,,,none,NONE,UNMATCHED,,,
ZPL,Zangalapalle,,,none,NONE,UNMATCHED,,,
PSPY,Prasannayana,,,none,NONE,UNMATCHED,,,
TAC,Tati Cherla,,,none,NONE,UNMATCHED,,,
GDE,Garladinne,,,none,NONE,UNMATCHED,,,
PMD,Pamidi,,,none,NONE,UNMATCHED,,,
RRJ,Ramarajupall,,,none,NONE,UNMATCHED,,,
TKPY,Turkapalli,,,none,NONE,UNMATCHED,,,
PLU,Patakottache,,,none,NONE,UNMATCHED,,,
NKDO,Nakkanadoddi,,,none,NONE,UNMATCHED,,,
TIM,Timmanacherl,,,none,NONE,UNMATCHED,,,
VMP,Vallampaduga,,,none,NONE,UNMATCHED,,,
KKTI,Kuttakudi,,,none,NONE,UNMATCHED,,,
SRVT,Siruvattur H,Attur,node/5349010077,fuzzy_name,MEDIUM,MATCHED,11.595226,78.5935039,Q63371891
MLYR,Melnariyappa,,,none,NONE,UNMATCHED,,,
TVS,Talaivasal,,,none,NONE,UNMATCHED,,,
HLV,Haliyuru,,,none,NONE,UNMATCHED,,,
BTGH,Bettadanagen,,,none,NONE,UNMATCHED,,,
AMC,Amrithapura,,,none,NONE,UNMATCHED,,,
CKVD,Chikkadavadi,Avadi,node/3678939665,fuzzy_name,MEDIUM,MATCHED,13.1182744,80.1015427,Q4827409
PEU,Perashshannu,,,none,NONE,UNMATCHED,,,
KODN,Kodumunda Ha,,,none,NONE,UNMATCHED,,,
KRKD,Karakad,,,none,NONE,UNMATCHED,,,
CS,Kannur South,,,none,NONE,UNMATCHED,,,
ETK,Ettakkot,,,none,NONE,UNMATCHED,,,
DMD,Dharmadam Ha,,,none,NONE,UNMATCHED,,,
JGE,Jagannath Te,,,none,NONE,UNMATCHED,,,
IGL,Iringal Halt,,,none,NONE,UNMATCHED,,,
TKT,Tikkotti,,,none,NONE,UNMATCHED,,,
VEK,Vellarakkad,,,none,NONE,UNMATCHED,,,
CMC,Chemancheri,,,none,NONE,UNMATCHED,,,
ETR,Elattur,Melattur,node/5275675165,fuzzy_name,MEDIUM,MATCHED,12.9178774,78.8752624,Q63355622
WH,West Hill,,,none,NONE,UNMATCHED,,,
VLL,Vellayil Hal,,,none,NONE,UNMATCHED,,,
TOK,Thokur,,,none,NONE,UNMATCHED,,,
NAND,Nandikoor,,,none,NONE,UNMATCHED,,,
INJ,Innanje,,,none,NONE,UNMATCHED,,,
SEN,Senapura,,,none,NONE,UNMATCHED,,,
SHMI,Shiroor,,,none,NONE,UNMATCHED,,,
CTTP,Chitrapur (H,,,none,NONE,UNMATCHED,,,
MANK,Manki,,,none,NONE,UNMATCHED,,,
HAA,Harwada,,,none,NONE,UNMATCHED,,,
AT,Asnoti,,,none,NONE,UNMATCHED,,,
LOL,Loliem,,,none,NONE,UNMATCHED,,,
BLLI,Balli,,,none,NONE,UNMATCHED,,,
NRF,Neralakatte,,,none,NONE,UNMATCHED,,,
BAJE,Bajakare,,,none,NONE,UNMATCHED,,,
KDBA,Kodimbala,,,none,NONE,UNMATCHED,,,
KNYR,Kaniyuru,,,none,NONE,UNMATCHED,,,
NRJ,Narimogaru,,,none,NONE,UNMATCHED,,,
CDRA,Chandera Hal,,,none,NONE,UNMATCHED,,,
TKOT,Tokkuttu,,,none,NONE,UNMATCHED,,,
NTVT,Nethravathi,,,none,NONE,UNMATCHED,,,
SMDM,Samudram,Kamasamudram,node/5186077698,fuzzy_name,MEDIUM,MATCHED,12.8804954,78.2005632,Q63369898
MPLY,Meppuliyur,,,none,NONE,UNMATCHED,,,
VER,Vellur Halt,,,none,NONE,UNMATCHED,,,
BXS,Pichchandar,,,none,NONE,UNMATCHED,,,
VDP,Vadippatti,,,none,NONE,UNMATCHED,,,
APE,Andanapettai,,,none,NONE,UNMATCHED,,,
SKK,Sikkal,,,none,NONE,UNMATCHED,,,
KYV,Koyilvenni H,,,none,NONE,UNMATCHED,,,
KXO,Kudikadu,,,none,NONE,UNMATCHED,,,
MAV,Mariammn Kov,,,none,NONE,UNMATCHED,,,
RAGM,Rajagambiram,,,none,NONE,UNMATCHED,,,
VTV,Valantaravai,,,none,NONE,UNMATCHED,,,
MC,Mandapam Cam,Mandapam,node/5305955343,fuzzy_name,MEDIUM,MATCHED,9.280778,79.157276,Q63355261
KGD,Kalligudi,,,none,NONE,UNMATCHED,,,
VDK,Vadakannikap,,,none,NONE,UNMATCHED,,,
ANM,Anamalai Roa,,,none,NONE,UNMATCHED,,,
KYZ,Kizha Puliyu,,,none,NONE,UNMATCHED,,,
PCM,Pavurchatram,,,none,NONE,UNMATCHED,,,
MTE,Mettur,,,none,NONE,UNMATCHED,,,
KKY,Kilakadaiyam,,,none,NONE,UNMATCHED,,,
RVS,Ravanasamudr,,,none,NONE,UNMATCHED,,,
AZK,Azhwarkuruch,,,none,NONE,UNMATCHED,,,
KIB,Kizha Ambur,Ambur,node/5300488135,fuzzy_name,MEDIUM,MATCHED,12.784066,78.7217855,Q16868946
ASD,Ambasamudram,,,none,NONE,UNMATCHED,,,
KIC,Kallidaikuru,,,none,NONE,UNMATCHED,,,
VVR,Viravanallur,,,none,NONE,UNMATCHED,,,
KARK,Karaikkurich,,,none,NONE,UNMATCHED,,,
SMD,Cheranmahade,,,none,NONE,UNMATCHED,,,
PEA,Pettai,Anavardikhanpettai,node/5273584429,fuzzy_name,MEDIUM,MATCHED,13.050776,79.567244,Q63355498
TYT,Tirunelveli,,,none,NONE,UNMATCHED,,,
BJM,Bagavathipur,,,none,NONE,UNMATCHED,,,
TY,Tulukapatti,,,none,NONE,UNMATCHED,,,
NMN,Namanasamudr,,,none,NONE,UNMATCHED,,,
KTYR,Kottaiyur,,,none,NONE,UNMATCHED,,,
VKP,Varakalpattu,,,none,NONE,UNMATCHED,,,
PUC,Puduchatiram,,,none,NONE,UNMATCHED,,,
AYD,Ayandur,,,none,NONE,UNMATCHED,,,
MUY,Mugaiyur Hal,,,none,NONE,UNMATCHED,,,
MCL,Madimangalam,,,none,NONE,UNMATCHED,,,
BUM,Bommasamudra,,,none,NONE,UNMATCHED,,,
PYX,Peyanapalli,,,none,NONE,UNMATCHED,,,
PTT,Putalapattu,,,none,NONE,UNMATCHED,,,
PAM,Panapakam,,,none,NONE,UNMATCHED,,,
KEN,Kotala Halt,,,none,NONE,UNMATCHED,,,
CGI,Chandragiri,,,none,NONE,UNMATCHED,,,
TPW,Tirupati Wes,,,none,NONE,UNMATCHED,,,
TKWD,Tikekarwadi,,,none,NONE,UNMATCHED,,,
142,Sur,,,none,NONE,UNMATCHED,,,
BAHI,Balenahalli,,,none,NONE,UNMATCHED,,,
THKU,Thalaku,,,none,NONE,UNMATCHED,,,
BOMN,Bommagundana,,,none,NONE,UNMATCHED,,,
RDG,Raya Drug,,,none,NONE,UNMATCHED,,,
OBM,Oblapuram,,,none,NONE,UNMATCHED,,,
KM,Kalem,,,none,NONE,UNMATCHED,,,
CNR,Chandar,,,none,NONE,UNMATCHED,,,
SJDA,Sanjuja-Da-A,,,none,NONE,UNMATCHED,,,
SKVL,Sankaval,,,none,NONE,UNMATCHED,,,
DBM,Dabolim H,,,none,NONE,UNMATCHED,,,
CSM,Cansaulim,,,none,NONE,UNMATCHED,,,
GUU,Gundratimadu,,,none,NONE,UNMATCHED,,,
TAA,Tadlapusapal,,,none,NONE,UNMATCHED,,,
INK,Intekanne,,,none,NONE,UNMATCHED,,,
YGL,Yelgur,,,none,NONE,UNMATCHED,,,
CLE,Cintalpalli,,,none,NONE,UNMATCHED,,,
KZJF,Kazipet F Ca,,,none,NONE,UNMATCHED,,,
KTK,Kyatanakeri,,,none,NONE,UNMATCHED,,,
CHRG,Chorgi H,,,none,NONE,UNMATCHED,,,
PDNR,Padnur H,,,none,NONE,UNMATCHED,,,
SLGE,Sulerjavalge,,,none,NONE,UNMATCHED,,,
AHD,Aherwadi H,,,none,NONE,UNMATCHED,,,
TLT,Tilati,,,none,NONE,UNMATCHED,,,
NGS,Nagansur,,,none,NONE,UNMATCHED,,,
BOT,Boroti,,,none,NONE,UNMATCHED,,,
KUI,Kulali,,,none,NONE,UNMATCHED,,,
GDGN,Gaudgaon,,,none,NONE,UNMATCHED,,,
HHD,Hunsihadgil,,,none,NONE,UNMATCHED,,,
SVG,Sawalgi,,,none,NONE,UNMATCHED,,,
BBD,Bablad,,,none,NONE,UNMATCHED,,,
HQR,Hirenanduru,,,none,NONE,UNMATCHED,,,
MR,Martur,,,none,NONE,UNMATCHED,,,
SUH,Sulehalli,,,none,NONE,UNMATCHED,,,
MVH,Mantatti,,,none,NONE,UNMATCHED,,,
RMY,Rukmapur,,,none,NONE,UNMATCHED,,,
DRR,Dharur,,,none,NONE,UNMATCHED,,,
MWY,Mailaram,,,none,NONE,UNMATCHED,,,
GDQ,Godamgura,,,none,NONE,UNMATCHED,,,
CTF,Chitgidda,,,none,NONE,UNMATCHED,,,
GGD,Gullaguda,,,none,NONE,UNMATCHED,,,
RPK,Ravalpalli K,,,none,NONE,UNMATCHED,,,
NPL,Nagalapalle,,,none,NONE,UNMATCHED,,,
LGDH,Lalaguda Gat,,,none,NONE,UNMATCHED,,,
DYE,Dayanandnaga,,,none,NONE,UNMATCHED,,,
SFX,Safilguda Ha,,,none,NONE,UNMATCHED,,,
