station_code,ogd_name,osm_name,osm_id,match_method,match_confidence,match_status,lat,lon,wikidata
MJKN,Majrikhadan,,,none,NONE,UNMATCHED,,,
BPA,Bellampalli,,,none,NONE,UNMATCHED,,,
VRL,Veraval,,,none,NONE,UNMATCHED,,,
KSD,Keshod,,,none,NONE,UNMATCHED,,,
JND,Junagadh Jn,,,none,NONE,UNMATCHED,,,
NUD,Navagadh,,,none,NONE,UNMATCHED,,,
GDL,Gondal,,,none,NONE,UNMATCHED,,,
BL,Valsad,,,none,NONE,UNMATCHED,,,
DRD,Dahanu Road,,,none,NONE,UNMATCHED,,,
BGKT,Bhagat-Ki-Ko,,,none,NONE,UNMATCHED,,,
LUNI,Luni Jn.,,,none,NONE,UNMATCHED,,,
SBI,Sabarmati Jn,,,none,NONE,UNMATCHED,,,
MAN,Maninagar,,,none,NONE,UNMATCHED,,,
BHUJ,New Bhuj,,,none,NONE,UNMATCHED,,,
AJE,Anjar,,,none,NONE,UNMATCHED,,,
AI,Adipur,,,none,NONE,UNMATCHED,,,
BDL,Vindhyachal,,,none,NONE,UNMATCHED,,,
CAR,Chunar Jn.,,,none,NONE,UNMATCHED,,,
KEI,Kashi,,,none,NONE,UNMATCHED,,,
CLR,Castle Rock,,,none,NONE,UNMATCHED,,,
QLM,Kulem,,,none,NONE,UNMATCHED,,,
SVM,Sanvordem Cu,,,none,NONE,UNMATCHED,,,
GOK,Gokarna Road,,,none,NONE,UNMATCHED,,,
HNA,Honnavar,,,none,NONE,UNMATCHED,,,
MRDW,Murdeshwar,,,none,NONE,UNMATCHED,,,
KZE,Kanhangad,,,none,NONE,UNMATCHED,,,
TLY,Thalassery,,,none,NONE,UNMATCHED,,,
BOR,Boisar,,,none,NONE,UNMATCHED,,,
GDA,Godhra Jn.,,,none,NONE,UNMATCHED,,,
DHD,Dahod,,,none,NONE,UNMATCHED,,,
MKC,Maksi Jn,,,none,NONE,UNMATCHED,,,
SFY,Shajapur,,,none,NONE,UNMATCHED,,,
BRRG,Biyavra Rajg,,,none,NONE,UNMATCHED,,,
SVPI,Shivpuri,,,none,NONE,UNMATCHED,,,
CBK,Chachura Bin,,,none,NONE,UNMATCHED,,,
BWR,Barwa Sagar,,,none,NONE,UNMATCHED,,,
NEW,Niwari,,,none,NONE,UNMATCHED,,,
MRPR,Mau Ranipur,,,none,NONE,UNMATCHED,,,
HPP,Harpalpur,,,none,NONE,UNMATCHED,,,
BTX,Bela Tal,,,none,NONE,UNMATCHED,,,
KLAR,Kulpahar,,,none,NONE,UNMATCHED,,,
MBA,Mahoba,,,none,NONE,UNMATCHED,,,
MTH,Mataundh,,,none,NONE,UNMATCHED,,,
BNDA,Banda Jn,,,none,NONE,UNMATCHED,,,
KHU,Khurhand,,,none,NONE,UNMATCHED,,,
ATE,Atarra,,,none,NONE,UNMATCHED,,,
BTKP,Bharat Kup,,,none,NONE,UNMATCHED,,,
CKTD,Chitrakutdha,,,none,NONE,UNMATCHED,,,
BRG,Bargarh,,,none,NONE,UNMATCHED,,,
SRJ,Shankargarh,,,none,NONE,UNMATCHED,,,
PRG,Prayag Jn.,,,none,NONE,UNMATCHED,,,
PFM,Phaphamau Jn,,,none,NONE,UNMATCHED,,,
URPR,Ugrasenpur,,,none,NONE,UNMATCHED,,,
SAW,Suriawan,,,none,NONE,UNMATCHED,,,
CHH,Chaukhandi,,,none,NONE,UNMATCHED,,,
KEH,Kapsethi,,,none,NONE,UNMATCHED,,,
MOF,Mondh,,,none,NONE,UNMATCHED,,,
SQN,Sarai Kansra,,,none,NONE,UNMATCHED,,,
MOTH,Moth,,,none,NONE,UNMATCHED,,,
GOY,Govindpuri,,,none,NONE,UNMATCHED,,,
MB,Moradabad Jn,,,none,NONE,UNMATCHED,,,
DSS,Dalsingh Sar,,,none,NONE,UNMATCHED,,,
KRBP,Khudiram Bos,,,none,NONE,UNMATCHED,,,
DOL,Dholi,,,none,NONE,UNMATCHED,,,
SAI,Sarai,,,none,NONE,UNMATCHED,,,
DDA,Duraundha Jn,,,none,NONE,UNMATCHED,,,
BTK,Bankata,,,none,NONE,UNMATCHED,,,
BHTR,Bhatpar Rani,,,none,NONE,UNMATCHED,,,
GB,Gauri Bazar,,,none,NONE,UNMATCHED,,,
CC,Chauri Chaur,,,none,NONE,UNMATCHED,,,
MND,Munderwa,,,none,NONE,UNMATCHED,,,
MSW,Maskanwa,,,none,NONE,UNMATCHED,,,
BUW,Burhwal Jn.,,,none,NONE,UNMATCHED,,,
PMN,Paman,,,none,NONE,UNMATCHED,,,
LLR,Lalpur,,,none,NONE,UNMATCHED,,,
INDB,Indore Bg,,,none,NONE,UNMATCHED,,,
DWX,Dewas,,,none,NONE,UNMATCHED,,,
BDWS,Badarwas,,,none,NONE,UNMATCHED,,,
RGO,Rotegaon,,,none,NONE,UNMATCHED,,,
KATL,Katol,,,none,NONE,UNMATCHED,,,
MTY,Multai,,,none,NONE,UNMATCHED,,,
SEH,Sehore,,,none,NONE,UNMATCHED,,,
SJP,Shujalpur,,,none,NONE,UNMATCHED,,,
BCH,Berchha,,,none,NONE,UNMATCHED,,,
BUDI,Bundi,,,none,NONE,UNMATCHED,,,
MLGH,Mandalgarh,,,none,NONE,UNMATCHED,,,
JOB,Asaipur Jobn,,,none,NONE,UNMATCHED,,,
KKU,Kanakpura,,,none,NONE,UNMATCHED,,,
UMRI,Umri,,,none,NONE,UNMATCHED,,,
KTES,Katni South,,,none,NONE,UNMATCHED,,,
BRS,Birsinghpur,,,none,NONE,UNMATCHED,,,
BUH,Burhar,,,none,NONE,UNMATCHED,,,
KTMA,Kotma,,,none,NONE,UNMATCHED,,,
BJRI,Bijuri,,,none,NONE,UNMATCHED,,,
BRH,Baikunthpur,,,none,NONE,UNMATCHED,,,
KTO,Katora,,,none,NONE,UNMATCHED,,,
BSPR,Bishrampur,,,none,NONE,UNMATCHED,,,
ABKP,Ambikapur,,,none,NONE,UNMATCHED,,,
SMT,Salamatpur,,,none,NONE,UNMATCHED,,,
BET,Bareth,,,none,NONE,UNMATCHED,,,
KAH,Kalhar,,,none,NONE,UNMATCHED,,,
JRK,Jeruwakhera,,,none,NONE,UNMATCHED,,,
NOI,Nariaoli,,,none,NONE,UNMATCHED,,,
MKRN,Makronia,,,none,NONE,UNMATCHED,,,
GAJ,Ganeshganj,,,none,NONE,UNMATCHED,,,
SYA,Salaia,,,none,NONE,UNMATCHED,,,
REI,Rithi,,,none,NONE,UNMATCHED,,,
SBD,Sleemnabad,,,none,NONE,UNMATCHED,,,
GSPR,Gosalpur,,,none,NONE,UNMATCHED,,,
DOE,Deori,,,none,NONE,UNMATCHED,,,
BRGT,Bheraghat,,,none,NONE,UNMATCHED,,,
BHTN,Bhitoni,,,none,NONE,UNMATCHED,,,
BMR,Bikrampur,,,none,NONE,UNMATCHED,,,
SRID,Sridham,,,none,NONE,UNMATCHED,,,
KKB,Karakbel,,,none,NONE,UNMATCHED,,,
BELD,Belkheda,,,none,NONE,UNMATCHED,,,
KY,Kareli,,,none,NONE,UNMATCHED,,,
BNE,Bohani,,,none,NONE,UNMATCHED,,,
GAR,Gadarwara,,,none,NONE,UNMATCHED,,,
SCKR,Salichauka,,,none,NONE,UNMATCHED,,,
BKH,Bankhedi,,,none,NONE,UNMATCHED,,,
SGP,Sohagpur,,,none,NONE,UNMATCHED,,,
GMD,Guramkhedi,,,none,NONE,UNMATCHED,,,
BGTA,Bagratawa,,,none,NONE,UNMATCHED,,,
SQL,Sontalai,,,none,NONE,UNMATCHED,,,
GRO,Gurra,,,none,NONE,UNMATCHED,,,
DBU,Dodballapur,,,none,NONE,UNMATCHED,,,
SNF,Sanat Nagar,,,none,NONE,UNMATCHED,,,
NAW,Nawandgi,,,none,NONE,UNMATCHED,,,
KQT,Kurgunta,,,none,NONE,UNMATCHED,,,
MQR,Malkhaid Roa,,,none,NONE,UNMATCHED,,,
BAY,Bellary Jn.,,,none,NONE,UNMATCHED,,,
DAJ,Daroji,,,none,NONE,UNMATCHED,,,
TNGL,Toranagallu,,,none,NONE,UNMATCHED,,,
HPT,Hospet Jn.,,,none,NONE,UNMATCHED,,,
KBL,Koppal,,,none,NONE,UNMATCHED,,,
MSDG,Mhasoba Dong,,,none,NONE,UNMATCHED,,,
JTRD,Jath Road,,,none,NONE,UNMATCHED,,,
SGRE,Salgare,,,none,NONE,UNMATCHED,,,
ARAG,Arag,,,none,NONE,UNMATCHED,,,
BHBK,Bodhadi Bujr,,,none,NONE,UNMATCHED,,,
LNT,Lingti,,,none,NONE,UNMATCHED,,,
KAYR,Kayar,,,none,NONE,UNMATCHED,,,
WRR,Warora,,,none,NONE,UNMATCHED,,,
HGT,Hinganghat,,,none,NONE,UNMATCHED,,,
AMI,Amravati,,,none,NONE,UNMATCHED,,,
KHBJ,Khanna Banja,,,none,NONE,UNMATCHED,,,
BEHR,Beohari,,,none,NONE,UNMATCHED,,,
MWJ,Madwas Gram,,,none,NONE,UNMATCHED,,,
SGAM,Saraigram,,,none,NONE,UNMATCHED,,,
BRGW,Bargawan,,,none,NONE,UNMATCHED,,,
SGRL,Singrauli,,,none,NONE,UNMATCHED,,,
OBR,Obradam,,,none,NONE,UNMATCHED,,,
CPU,Chopan,,,none,NONE,UNMATCHED,,,
RNQ,Renukut,,,none,NONE,UNMATCHED,,,
DXN,Dudhinagar,,,none,NONE,UNMATCHED,,,
WDM,Wyndhamganj,,,none,NONE,UNMATCHED,,,
NUQ,Nagaruntari,,,none,NONE,UNMATCHED,,,
GHQ,Garhwa,,,none,NONE,UNMATCHED,,,
GHD,Garwa Road J,,,none,NONE,UNMATCHED,,,
DTO,Daltonganj,,,none,NONE,UNMATCHED,,,
BRWD,Barwadih Jn,,,none,NONE,UNMATCHED,,,
CPDR,Chhipadohar,,,none,NONE,UNMATCHED,,,
LTHR,Lateher,,,none,NONE,UNMATCHED,,,
TORI,Tori,Tambaram Sanatorium,node/5311775880,fuzzy_name,MEDIUM,MATCHED,12.9369591,80.1307034,Q7681014
MGME,Mccluskiegan,,,none,NONE,UNMATCHED,,,
KLRE,Khalari,,,none,NONE,UNMATCHED,,,
RAY,Ray,,,none,NONE,UNMATCHED,,,
PTRU,Patratu,,,none,NONE,UNMATCHED,,,
RRME,Ranchi Road,,,none,NONE,UNMATCHED,,,
CNPR,Chainpur,,,none,NONE,UNMATCHED,,,
BKRO,Bokaro Therm,,,none,NONE,UNMATCHED,,,
BRMO,Bermo,,,none,NONE,UNMATCHED,,,
BHME,Bhandaridah,,,none,NONE,UNMATCHED,,,
TET,Tetulmari,,,none,NONE,UNMATCHED,,,
RNG,Rani Ganj,,,none,NONE,UNMATCHED,,,
DGR,Durgapur,,,none,NONE,UNMATCHED,,,
TKD,Tugalakabad,,,none,NONE,UNMATCHED,,,
OKA,Okhla,,,none,NONE,UNMATCHED,,,
DKZ,Delhi-Kishan,,,none,NONE,UNMATCHED,,,
SSB,Shakur Basti,,,none,NONE,UNMATCHED,,,
BGZ,Bahadurgarh,,,none,NONE,UNMATCHED,,,
JIND,Jind Jn,,,none,NONE,UNMATCHED,,,
NRW,Narwana Jn.,,,none,NONE,UNMATCHED,,,
JHL,Jakhal Jn.,,,none,NONE,UNMATCHED,,,
SFMU,Sunam,,,none,NONE,UNMATCHED,,,
SAG,Sangrur,,,none,NONE,UNMATCHED,,,
SMNH,Somnath,,,none,NONE,UNMATCHED,,,
MLHA,Maliya Hatin,,,none,NONE,UNMATCHED,,,
JLR,Jetalsar Jn,,,none,NONE,UNMATCHED,,,
VRR,Virpur,,,none,NONE,UNMATCHED,,,
BKNG,Bhaktinagar,,,none,NONE,UNMATCHED,,,
THAN,Than,Palavanthangal,node/3187977875,fuzzy_name,MEDIUM,MATCHED,12.9906385,80.1879401,Q7156987
CLDY,Chandlodiya,,,none,NONE,UNMATCHED,,,
MHD,Mahemadavad,,,none,NONE,UNMATCHED,,,
DRL,Derol,,,none,NONE,UNMATCHED,,,
MGN,Meghnagar,,,none,NONE,UNMATCHED,,,
KUH,Khachrod,,,none,NONE,UNMATCHED,,,
TAN,Tarana Road,,,none,NONE,UNMATCHED,,,
KSH,Kalisindh,,,none,NONE,UNMATCHED,,,
AKD,Akodia,,,none,NONE,UNMATCHED,,,
KPP,Kala Pipal,,,none,NONE,UNMATCHED,,,
PRB,Parbati,,,none,NONE,UNMATCHED,,,
NKJ,New Katni Ju,,,none,NONE,UNMATCHED,,,
MFQ,Mahroi,,,none,NONE,UNMATCHED,,,
VST,Vijaysota,,,none,NONE,UNMATCHED,,,
NWB,Niwas Road,,,none,NONE,UNMATCHED,,,
MNV,Mungaoli,,,none,NONE,UNMATCHED,,,
ASKN,Ashok Nagar,Ashok Nagar,node/5319972796,fuzzy_name,MEDIUM,MATCHED,13.0354768,80.2111075,Q18378132
SFW,Sarangpur,,,none,NONE,UNMATCHED,,,
DADN,Mhow,,,none,NONE,UNMATCHED,,,
BIX,Bhind,,,none,NONE,UNMATCHED,,,
ETW,Etawah,,,none,NONE,UNMATCHED,,,
CHJ,Chata,,,none,NONE,UNMATCHED,,,
CDG,Chandigarh,,,none,NONE,UNMATCHED,,,
KLK,Kalka,,,none,NONE,UNMATCHED,,,
DEC,Delhi Cantt,,,none,NONE,UNMATCHED,,,
GGN,Gurgaon,,,none,NONE,UNMATCHED,,,
AWR,Alwar Jn.,,,none,NONE,UNMATCHED,,,
BKI,Bandikui Jn.,,,none,NONE,UNMATCHED,,,
DDN,Dehra Dun,,,none,NONE,UNMATCHED,,,
GTS,Ghatsila,,,none,NONE,UNMATCHED,,,
SINI,Sini Jn,,,none,NONE,UNMATCHED,,,
NOMD,Noamundi,,,none,NONE,UNMATCHED,,,
BJMD,Bara Jamada,,,none,NONE,UNMATCHED,,,
BBN,Barbil,,,none,NONE,UNMATCHED,,,
CRJ,Chittaranjan,,,none,NONE,UNMATCHED,,,
JMT,Jamtara,,,none,NONE,UNMATCHED,,,
MDP,Madhupur Jn.,,,none,NONE,UNMATCHED,,,
JAJ,Jhajha,,,none,NONE,UNMATCHED,,,
JMU,Jamui,,,none,NONE,UNMATCHED,,,
LKR,Luckeesarai,,,none,NONE,UNMATCHED,,,
HTZ,Hathidah Jn,,,none,NONE,UNMATCHED,,,
MKA,Mokama Jn.,,,none,NONE,UNMATCHED,,,
PNC,Patna Saheb,,,none,NONE,UNMATCHED,,,
AF,Agra  Fort,,,none,NONE,UNMATCHED,,,
TUN,Tohana,,,none,NONE,UNMATCHED,,,
KGM,Kathgodam,,,none,NONE,UNMATCHED,,,
HDW,Haldwani,,,none,NONE,UNMATCHED,,,
RUPC,Rudrapur Cit,,,none,NONE,UNMATCHED,,,
RMU,Rampur,,,none,NONE,UNMATCHED,,,
JGN,Jagraon,,,none,NONE,UNMATCHED,,,
MOGA,Moga,,,none,NONE,UNMATCHED,,,
MSZ,Mansa,,,none,NONE,UNMATCHED,,,
KKP,Kot Kapura J,,,none,NONE,UNMATCHED,,,
FDK,Faridkot,,,none,NONE,UNMATCHED,,,
FZR,Firozpur Can,,,none,NONE,UNMATCHED,,,
DBD,Deoband,,,none,NONE,UNMATCHED,,,
TKJ,Tilak Bridge,,,none,NONE,UNMATCHED,,,
SASN,Sahibzada Aj,,,none,NONE,UNMATCHED,,,
RPAR,Roop Nagar,,,none,NONE,UNMATCHED,,,
KART,Kiratpur Sah,,,none,NONE,UNMATCHED,,,
ANSB,Anandpur Sah,,,none,NONE,UNMATCHED,,,
NLDM,Nangal Dam,,,none,NONE,UNMATCHED,,,
UHL,Una Himachal,,,none,NONE,UNMATCHED,,,
RGS,Ringus Jn.,,,none,NONE,UNMATCHED,,,
NMK,Nim-Ka-Thana,,,none,NONE,UNMATCHED,,,
NNL,Narnaul,,,none,NONE,UNMATCHED,,,
LKA,Lanka,Velankanni,node/3850728157,fuzzy_name,MEDIUM,MATCHED,10.6868771,79.8461807,Q13119476
DPU,Diphu,,,none,NONE,UNMATCHED,,,
DMV,Dimapur,,,none,NONE,UNMATCHED,,,
BXJ,Bokajan,,,none,NONE,UNMATCHED,,,
FKG,Furkating Jn,,,none,NONE,UNMATCHED,,,
MXN,Mariani Jn.,,,none,NONE,UNMATCHED,,,
JTTN,Jorhat Town,,,none,NONE,UNMATCHED,,,
KHS,Kharsia,,,none,NONE,UNMATCHED,,,
SKT,Sakti,,,none,NONE,UNMATCHED,,,
BUA,Baradwar,,,none,NONE,UNMATCHED,,,
BYT,Bhatapara,,,none,NONE,UNMATCHED,,,
TLD,Tilda,,,none,NONE,UNMATCHED,,,
SORO,Soro,,,none,NONE,UNMATCHED,,,
SRTL,Shertalai,,,none,NONE,UNMATCHED,,,
ALLP,Alleppey,,,none,NONE,UNMATCHED,,,
VAK,Varkala,,,none,NONE,UNMATCHED,,,
SPE,Sullurupetta,,,none,NONE,UNMATCHED,,,
BDJ,Vadakara,,,none,NONE,UNMATCHED,,,
IGU,Irugur,,,none,NONE,UNMATCHED,,,
SRTN,Sibsagar Tow,,,none,NONE,UNMATCHED,,,
MRHT,Moranhat,,,none,NONE,UNMATCHED,,,
DBRG,Dibrugarh,,,none,NONE,UNMATCHED,,,
NHLN,Naharlagun,,,none,NONE,UNMATCHED,,,
NR,Niphad,,,none,NONE,UNMATCHED,,,
BRJN,Brajarajnaga,,,none,NONE,UNMATCHED,,,
BYNR,Byndoor,,,none,NONE,UNMATCHED,,,
SL,Surathkal,,,none,NONE,UNMATCHED,,,
BRZ,Bareta,,,none,NONE,UNMATCHED,,,
BLZ,Budhlada,,,none,NONE,UNMATCHED,,,
MAUR,Maur,,,none,NONE,UNMATCHED,,,
GNA,Goniana,,,none,NONE,UNMATCHED,,,
GJUT,Gangsar Jait,,,none,NONE,UNMATCHED,,,
BXR,Buxar,,,none,NONE,UNMATCHED,,,
ARA,Ara,,,none,NONE,UNMATCHED,,,
DNR,Danapur,Mahadanapuram,node/6025348098,fuzzy_name,MEDIUM,MATCHED,10.9535779,78.2995421,Q63369412
PPTA,Patliputra,,,none,NONE,UNMATCHED,,,
NHH,Nihalgarh,,,none,NONE,UNMATCHED,,,
MFKA,Musafirkhana,,,none,NONE,UNMATCHED,,,
MSMD,Mahasamund,,,none,NONE,UNMATCHED,,,
KRAR,Khariar Road,,,none,NONE,UNMATCHED,,,
KBJ,Kantabanji,,,none,NONE,UNMATCHED,,,
BUDM,Badmal,,,none,NONE,UNMATCHED,,,
SBPD,Sambalpur Ro,,,none,NONE,UNMATCHED,,,
ANGL,Angul,Kattangulathur,node/5273746526,fuzzy_name,MEDIUM,MATCHED,12.8055581,80.0266339,Q15234477
TLHR,Talcher,,,none,NONE,UNMATCHED,,,
DNKL,Dhenkanal,,,none,NONE,UNMATCHED,,,
PRR,Purulia Jn.,,,none,NONE,UNMATCHED,,,
RBL,Rae Bareli J,,,none,NONE,UNMATCHED,,,
AME,Amethi,,,none,NONE,UNMATCHED,,,
SANK,Sank,,,none,NONE,UNMATCHED,,,
PNK,Panki,,,none,NONE,UNMATCHED,,,
RURA,Rura,,,none,NONE,UNMATCHED,,,
JJK,Jhinjhak,,,none,NONE,UNMATCHED,,,
PHD,Phaphund,,,none,NONE,UNMATCHED,,,
BNT,Bharthana,,,none,NONE,UNMATCHED,,,
SKB,Shikohabad J,,,none,NONE,UNMATCHED,,,
FZD,Firozabad,,,none,NONE,UNMATCHED,,,
CAG,Chhabragugor,,,none,NONE,UNMATCHED,,,
BAZ,Baran,,,none,NONE,UNMATCHED,,,
ATH,Antah,,,none,NONE,UNMATCHED,,,
CKB,Chouth-Ka-Ba,,,none,NONE,UNMATCHED,,,
UHR,Unchehara,,,none,NONE,UNMATCHED,,,
MJG,Majhgawan,,,none,NONE,UNMATCHED,,,
AH,Achhnera Jn.,,,none,NONE,UNMATCHED,,,
NBI,Nadbai,,,none,NONE,UNMATCHED,,,
KL,Kherli,,,none,NONE,UNMATCHED,,,
MURD,Mandawar Mah,,,none,NONE,UNMATCHED,,,
DO,Dausa,,,none,NONE,UNMATCHED,,,
GTJT,Getor Jagatp,,,none,NONE,UNMATCHED,,,
KLRS,Kolaras,Kolar,node/706967230,fuzzy_name,MEDIUM,MATCHED,13.123993,78.1329276,Q63361502
ANKL,Ankola,,,none,NONE,UNMATCHED,,,
BIJR,Bijoor,,,none,NONE,UNMATCHED,,,
HRI,Hardoi,,,none,NONE,UNMATCHED,,,
BLQR,Bilaspur Roa,,,none,NONE,UNMATCHED,,,
LRJ,Laksar Jn.,,,none,NONE,UNMATCHED,,,
SPN,Shahjahanpur,,,none,NONE,UNMATCHED,,,
BMKI,Bapudham Mot,,,none,NONE,UNMATCHED,,,
SGL,Sagauli Jn.,,,none,NONE,UNMATCHED,,,
BTH,Bettiah,,,none,NONE,UNMATCHED,,,
NKE,Narkatiaganj,,,none,NONE,UNMATCHED,,,
BUG,Bagaha,,,none,NONE,UNMATCHED,,,
DEE,Delhi-Sarai,,,none,NONE,UNMATCHED,,,
GNC,Gandhinagar,,,none,NONE,UNMATCHED,,,
MLPR,Malipur,,,none,NONE,UNMATCHED,,,
ABP,Akbarpur Jn.,,,none,NONE,UNMATCHED,,,
RDL,Rudauli,,,none,NONE,UNMATCHED,,,
HPU,Hapur Jn.,,,none,NONE,UNMATCHED,,,
SEO,Seohara,,,none,NONE,UNMATCHED,,,
DPR,Dhampur,,,none,NONE,UNMATCHED,,,
NGG,Nagina,,,none,NONE,UNMATCHED,,,
NBD,Najibabad Jn,,,none,NONE,UNMATCHED,,,
SLGR,Simaluguri J,,,none,NONE,UNMATCHED,,,
JOP,Jaunpur City,,,none,NONE,UNMATCHED,,,
MME,Mulmarora,,,none,NONE,UNMATCHED,,,
NAB,Nagbhir,,,none,NONE,UNMATCHED,,,
WSA,Wadsa,,,none,NONE,UNMATCHED,,,
SNV,Sondad,,,none,NONE,UNMATCHED,,,
AHA,Abhaipur,,,none,NONE,UNMATCHED,,,
BGP,Bhagalpur,,,none,NONE,UNMATCHED,,,
SDAH,Sealdah,,,none,NONE,UNMATCHED,,,
BARH,Barh,,,none,NONE,UNMATCHED,,,
BKP,Bakhtiyarpur,,,none,NONE,UNMATCHED,,,
AUBR,Anugrah Nara,,,none,NONE,UNMATCHED,,,
FTP,Fatehpur,,,none,NONE,UNMATCHED,,,
NAC,Nawa City,,,none,NONE,UNMATCHED,,,
KMNC,Kuchaman Cit,,,none,NONE,UNMATCHED,,,
HZD,Hazaribagh R,,,none,NONE,UNMATCHED,,,
HRS,Hathras Jn.,,,none,NONE,UNMATCHED,,,
KRJ,Khurja Jn,,,none,NONE,UNMATCHED,,,
CNDM,Chandi Mandi,,,none,NONE,UNMATCHED,,,
PAN,Pana Garh,,,none,NONE,UNMATCHED,,,
DLN,Dildarnagar,,,none,NONE,UNMATCHED,,,
FUT,Fatuha,,,none,NONE,UNMATCHED,,,
BTA,Bihta,,,none,NONE,UNMATCHED,,,
BEA,Bihiya,,,none,NONE,UNMATCHED,,,
RPR,Raghunathpur,,,none,NONE,UNMATCHED,,,
DURE,Dumraon,,,none,NONE,UNMATCHED,,,
GMR,Gahmar,,,none,NONE,UNMATCHED,,,
ZNA,Zamania,,,none,NONE,UNMATCHED,,,
SGG,Sultanganj,,,none,NONE,UNMATCHED,,,
BUP,Bariarpur,,,none,NONE,UNMATCHED,,,
KJH,Kajra,,,none,NONE,UNMATCHED,,,
BRYA,Barhiya,,,none,NONE,UNMATCHED,,,
KOO,Khusropur,,,none,NONE,UNMATCHED,,,
GKH,Guskara,,,none,NONE,UNMATCHED,,,
MNAE,Mankar,,,none,NONE,UNMATCHED,,,
OYR,Waria,,,none,NONE,UNMATCHED,,,
UDL,Andal Jn.,,,none,NONE,UNMATCHED,,,
KQU,Kamarkundu J,,,none,NONE,UNMATCHED,,,
PNE,Prantik,,,none,NONE,UNMATCHED,,,
AMP,Ahmadpur Jn.,,,none,NONE,UNMATCHED,,,
SNT,Sainthia Jn.,,,none,NONE,UNMATCHED,,,
MNP,Mananpur,,,none,NONE,UNMATCHED,,,
BSQP,Bansipur,,,none,NONE,UNMATCHED,,,
JAIS,Jais,,,none,NONE,UNMATCHED,,,
HCR,Harishchandr,,,none,NONE,UNMATCHED,,,
JPG,Jalpaiguri,,,none,NONE,UNMATCHED,,,
HDB,Haldibari,,,none,NONE,UNMATCHED,,,
TEA,Taregna,,,none,NONE,UNMATCHED,,,
JHD,Jehanabad,,,none,NONE,UNMATCHED,,,
DRH,Dharhara,,,none,NONE,UNMATCHED,,,
PLCJ,Phalodi,,,none,NONE,UNMATCHED,,,
RDRA,Ramdevra,,,none,NONE,UNMATCHED,,,
VBL,Bobbili Jn.,,,none,NONE,UNMATCHED,,,
PVP,Parvatipuram,,,none,NONE,UNMATCHED,,,
MNGD,Muniguda,,,none,NONE,UNMATCHED,,,
JOC,Joychandi Pa,,,none,NONE,UNMATCHED,,,
RFJ,Rafiganj,,,none,NONE,UNMATCHED,,,
BP,Barrackpore,,,none,NONE,UNMATCHED,,,
NH,Naihati Jn.,,,none,NONE,UNMATCHED,,,
BDC,Bandel Jn.,,,none,NONE,UNMATCHED,,,
RGD,Rajgir,,,none,NONE,UNMATCHED,,,
SILO,Silao,,,none,NONE,UNMATCHED,,,
NLD,Nalanda,,,none,NONE,UNMATCHED,,,
POE,Pawapuri Roa,,,none,NONE,UNMATCHED,,,
BEHS,Bihar Sharif,,,none,NONE,UNMATCHED,,,
WENA,Wena,,,none,NONE,UNMATCHED,,,
HRT,Harnaut,,,none,NONE,UNMATCHED,,,
PWS,Phulwari Sha,,,none,NONE,UNMATCHED,,,
GRRU,Guraru,,,none,NONE,UNMATCHED,,,
KTQ,Kudra,,,none,NONE,UNMATCHED,,,
CDMR,Chandauli Ma,,,none,NONE,UNMATCHED,,,
IPR,Islampur,,,none,NONE,UNMATCHED,,,
EKR,Ekangar Sara,,,none,NONE,UNMATCHED,,,
HIL,Hilsa Block,,,none,NONE,UNMATCHED,,,
DNWH,Daniyawan Ba,,,none,NONE,UNMATCHED,,,
NMDA,New Morinda,,,none,NONE,UNMATCHED,,,
SMRL,Samarala,,,none,NONE,UNMATCHED,,,
RHG,Rajgarh,,,none,NONE,UNMATCHED,,,
KRH,Khairthal,,,none,NONE,UNMATCHED,,,
GHH,Garhi Harsar,,,none,NONE,UNMATCHED,,,
MEP,Mehidpur Roa,,,none,NONE,UNMATCHED,,,
VMA,Vikramgarh A,,,none,NONE,UNMATCHED,,,
CMU,Chau Mahla,,,none,NONE,UNMATCHED,,,
SGZ,Shamgarh,,,none,NONE,UNMATCHED,,,
GOH,Garoth,,,none,NONE,UNMATCHED,,,
DBRT,Dibrugarh To,,,none,NONE,UNMATCHED,,,
NTSK,New Tinsukia,,,none,NONE,UNMATCHED,,,
NNA,Naugachia,,,none,NONE,UNMATCHED,,,
SRO,Sirathu,,,none,NONE,UNMATCHED,,,
HLZ,Haldia,,,none,NONE,UNMATCHED,,,
TMZ,Tamluk,,,none,NONE,UNMATCHED,,,
PKU,Panskura,,,none,NONE,UNMATCHED,,,
KNF,Khanodih,,,none,NONE,UNMATCHED,,,
RMJK,Ramnagar(J-K,,,none,NONE,UNMATCHED,,,
BNN,Barnala,,,none,NONE,UNMATCHED,,,
GDB,Giddarbaha,,,none,NONE,UNMATCHED,,,
MOT,Malout,,,none,NONE,UNMATCHED,,,
ABS,Abohar,,,none,NONE,UNMATCHED,,,
LKS,Lunkaransar,,,none,NONE,UNMATCHED,,,
LGH,Lalgarh Jn.,,,none,NONE,UNMATCHED,,,
PM,Palam,,,none,NONE,UNMATCHED,,,
BWSN,Bijwasan,,,none,NONE,UNMATCHED,,,
PTRD,Pataudi Road,,,none,NONE,UNMATCHED,,,
LKE,Lakheri,,,none,NONE,UNMATCHED,,,
ISA,Isarda,,,none,NONE,UNMATCHED,,,
