station_code,station_name,osm_name,lat,lon,wikidata,match_status,match_method,match_confidence,source_ogd,source_osm
SUBL,Hubli South,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
UNK,Unkal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
AGL,Amargol,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NVU,Navalur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KRKP,Kyarkop,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MGD,Mugad,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KBI,Kambarganvi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KHST,Kashanatti,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LWR,Alnavar Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TVG,Tavargatti,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NAG,Nagargali,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DEV,Devarayi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SVTN,Shivathan,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LD,Londa Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GNJ,Gunji,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KNP,Khanapur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
IDJ,Idalhond H,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DUR,Desur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LOGH,Lottegollaha,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HEB,Hebbal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BLRR,Belandur Roa,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CRLM,Carmelaram,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HLE,Heelalige,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
AEK,Anekal Road,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HSRA,Hosur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HDIH,Hoodi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KDGH,Kodigehalli,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
YNK,Yelahanka Jn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TLS,Bettahalasur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DJL,Dodjala,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DHL,Devanhalli,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KRBA,Korba,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SRBA,Saragbundia,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KTHD,Kothari Road,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NIA,Naila,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
AKT,Akaltara,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JRMG,Jairamnagar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PGTN,Palghat Town,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PDGM,Pudunagaram,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KLGD,Kollengode,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MMDA,Muthalamada,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MXM,Minatchipura,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GMGM,Gomangalam,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MVRD,Maivadiroad,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PPTR,Pushpattur,Attur,11.595226,78.5935039,Q63371891,MATCHED,fuzzy_name,MEDIUM,OGD_Train_details_22122017,OSM_chennai_thoothukudi_stations_raw.geojson
TMPT,Tirumalairay,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HBQ,Hubli East C,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KUG,Kusugal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HBS,Hebsur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SVHE,Sisvinhalli,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NVD,Naval Gund R,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NGR,Annigeri,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LKT,Hulkoti,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BKIT,Bindadkatti,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GDG,Gadag Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HBL,Hombal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BLR,Blganur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MLP,Mallapur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SMKT,Soman Katti,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HLAR,Hole-Alur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JAK,Jakanur H,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LKY,Lakhmapur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
YGA,Yaragoppa H,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BDM,Badami,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GED,Guledagudda,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BGK,Bagalkot,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MGL,Muglolli,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KLM,Kadlimatti H,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JRKT,Jadarama Kun,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SII,Sitimani,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KSAR,Kudala Sanga,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LMT,Almatti,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BENL,Benal H,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
WDL,Wandal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ANGR,Angadgeri H,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BSRX,Basavana Bag,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KDGI,Kudgi H,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KGIH,Kalgurki H,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
214,Ubl,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MVD,Mulvad,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HOH,Honaganahall,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JML,Jumnal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
IMR,Ibrahimpur H,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BJP,Bijapur Jn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
33,Bjp,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KZJ,Kazipet Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MCI,Manchiryal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SKZR,Sirpurkaghaz,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BPQ,Balharshah,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CD,Chandrapur (,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RNC,Ranchi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MURI,Muri,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BKSC,Bokaro Steel,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GMO,Nsc Bose J G,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PNME,Parasnath,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KQR,Koderma,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GAYA,Gaya Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NWD,Nawadah,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KIUL,Kiul Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SKJ,Sahibpur Kam,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BGS,Begu Sarai,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BJU,Barauni Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SPJ,Samastipur J,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DBG,Darbhanga Jn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KML,Kamtaul,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JNR,Janakpur Roa,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SMI,Sitamarhi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BGU,Bairagnia,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RXL,Raxaul Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RDM,Ramgundam,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KCG,Kacheguda,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MJF,Malkajgiri,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CHZ,Charlapalli,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NLDA,Nalgonda,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MRGA,Miryalaguda,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PGRL,Piduguralla,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GNT,Guntur Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ANV,Annavaram,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TUNI,Tuni,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TPTY,Tirupati,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
COA,Kakinada Por,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CCT,Kakinada Tow,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NDD,Nidadavolu J,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NDKD,Nadikude Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GDV,Gudivada Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KKLR,Kaikalur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
AKVD,Akividu,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BVRT,Bhimavaram T,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TNKU,Tanuku,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ZN,Jangaon,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
WL,Warangal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MABD,Mahbubabad,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DKJ,Dornakal Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KMT,Khammam,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MDR,Madhira,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NDO,Nidubrolu,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BPP,Bapatia,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KVZ,Kavali,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
VKI,Venkatagiri,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KHT,Sri Kalahast,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KRMR,Karim Nagar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PDPL,Peddapalli,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JMKT,Jamikunta,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MLY,Maula Ali,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
VNUP,Vishnupuram,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BMT,Begampet,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LPI,Lingampalli,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
VKB,Vikrabad Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TDU,Tandur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SEM,Seram,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CT,Chittapur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
YG,Yadgir,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RC,Raichur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MALM,Manthralayam,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
AD,Adoni,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GTL,Guntakal Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GY,Gooty Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TU,Tadipatri,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KDP,Kondapuram,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
YA,Yerra Guntla,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KKM,Kamalapuram,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HX,Cuddapah,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NRE,Nandalur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RJP,Razampeta,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KOU,Koduru,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ADL,Andul,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BWN,Barddhaman J,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JPE,Jalpaiguri R,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MYGD,Mynaguri Rd,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MHBA,Mathabhanga,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GLPT,Goalpara  To,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NS,Narasapur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PKO,Palakollu,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
VVM,Viravasaram,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BVRM,Bhimavaram J,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MOO,Muddanuru,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DHNE,Dhone Jn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KRNT,Kurnool Town,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GWD,Gadwal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MBNR,Mahbubnagar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JCL,Jadcharla,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SHNR,Shadnagar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BMO,Bolarum,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BSX,Basar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PBN,Parbhani Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
J,Jalna,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ZB,Zahirabad,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BIDR,Bidar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BHLK,Bhalki,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
UDGR,Udgir,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LTRR,Latur Road,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PNF,Pangaon,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PRLI,Parli Vaijna,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GNH,Ganga Kher,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MVO,Manwath Road,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SELU,Selu,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PTU,Partur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NSL,Nagarsol,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SKND,Sukinda Road,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KDJR,Kendujhar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JRLI,Jaroli,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BSPX,Banspani,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DPS,Dangoaposi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CBSA,Chaibasa,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CTO,Chittoor,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ADB,Adilabad,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KNVT,Kinwat,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SHSK,Sahasrakund,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HEM,Himayatnagar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BOKR,Bhokar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LUR,Latur,Kolatur,10.7004515,78.5471973,Q63356099,MATCHED,fuzzy_name,MEDIUM,OGD_Train_details_22122017,OSM_chennai_thoothukudi_stations_raw.geojson
UMD,Usmanabad,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BTW,Barshi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KWV,Kurduvadi Jn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SGUT,Siliguri Tow,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ABFC,Ambari Falak,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BLK,Belakoba,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RQJ,Raninagar Ja,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BPV,Bhotepatti,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NCBD,New Changrab,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NYRH,Nayarhat,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CAPG,Chapaguri,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MRDG,Maradanga,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TFGN,Tufanganj,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BXHT,Boxirhat,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BDYR,Bidyadabri,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
AGMN,Agomoni,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GKJ,Golakganj,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GUP,Gauripur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DBB,Dhubri,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MTJR,Moterjhar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BSI,Basbari,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MONJ,Monglajhora,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TPK,Tipkai,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SPX,Sapatgram,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
FKM,Fakiragram J,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SLKX,Salakati,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BSGN,Basugaon,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DTX,Dangtal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ATP,Anantapur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DMM,Dharmavaram,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SSPN,Sri Satya Sa,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PKD,Penu Konda,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HUP,Hindupur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MAG,Mangala Giri,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JGM,Jhargram,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MDN,Midnapore,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GKL,Gokulpur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GMDN,Giri Maidan,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NPTY,Nimpurathrou,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KKQ,Kalaikunda,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KSO,Khemasuli Ph,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SUA,Sardiha,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HIJ,Hijli,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BPE,Benapur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NYA,Narayangarh,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
VKD,Bakhrabad,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BLDA,Belda,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NSI,Nikursini,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DNT,Dantan,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
AGV,Angua Ph,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LXD,Lakshannath,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JER,Jaleswar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RGT,Rajghat Ph,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ARD,Amarda Road,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BTS,Basta,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NMBR,Nuagaon-Mayu,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ROP,Rupsa Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HIP,Haldipada,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TKPL,Tikirapal Ph,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SHM,Shalimar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GUNA,Guna,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RTA,Ruthiyai Jn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BNLW,Banasthali N,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BUTA,Bhadutola Ph,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GSL,Godapeasal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SLB,Salboni,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CDGR,Chandrakona,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GBA,Garbeta,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BGO,Bogri Road,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PBA,Piardoba,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
VSU,Bishnupur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RSG,Ramsagar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ODM,Ondagrarm,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KISN,Kalisen Ph,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BXL,Bheduasol,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BQA,Bankura,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PRSL,Pandrasali,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RKSN,Rajkharsawan,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BRM,Barabambo,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SBP,Sambalpur Jn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BRGA,Bargarh Road,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BLGR,Balangir,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TIG,Titla Garh J,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KSNG,Kesinga,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RGDA,Rayagada Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KRDL,Kirandul,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BCHL,Bacheli,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DWZ,Dante Wara,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KKLU,Kaklur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DMK,Dilmili,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JDB,Jagadalpur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KPRR,Kotapar Road,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JYP,Jeypore (Ori,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KRPU,Koraput Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ARK,Araku,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KTV,Kottavalasa,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NGNT,New Guntur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CAF,Chandafort,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BRKA,Barkakana,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GMIA,Gumia,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PUS,Phusro,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CRP,Chandrapura,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ALD,Allahabad Jn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TDL,Tundla Jn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ALJN,Aligarh Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ADRA,Adra,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BJE,Bhojudih Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MHQ,Mohuda,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
