station_code,station_name,osm_name,lat,lon,wikidata,match_status,match_method,match_confidence,source_ogd,source_osm
GULR,Guler,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LNS,Lunsu  Halt,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TRPL,Tripal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JMKR,Jawalamukhi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KPLR,Koparlahar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KGRA,Kangra,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KGMR,Kangra Mandi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SMLT,Samloti,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NGRT,Nagrota,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CMMG,Chamunda Mar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PRAR,Paror,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SLHP,Sulah Himach,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PLMX,Palampur Him,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PHRH,Panch Rukhi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MNHL,Majhairan Hi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BJPL,Baijnath Pap,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PTRJ,Patti Rajpur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BJMR,Baijnath Man,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
AHJU,Ahju,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CTZ,Chauntra Bha,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JDNX,Joginder Nag,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DJ,Darjeeling,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GHUM,Ghum,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SAD,Sonada,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TUNG,Tung,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KGN,Kurseong,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MHN,Mahanadi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GBE,Gayabari,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TDH,Tindharia,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RTG,Rangtong,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SN,Sukna,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RUJ,Ranuj,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CSMA,Chanasma Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KVH,Khambhel,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BHRJ,Bechraji,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DHLI,Dethli,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RTJ,Rantej,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DNPR,Dhanpura,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KTRD,Ketosan Road,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BHAN,Bhoyani,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KADI,Kadi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KLLF,Kalol,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KHD,Khodiyar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SBIC,Sabarmati Jn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ADIJ,Ahmedabad Jn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
VRLF,Veraval Mg,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SVB,Savni,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TAV,Talala Jn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CTRD,Chitrawad,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SASG,Sasan Gir,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KANS,Kansiya Nes,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
STDR,Satadhar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
VSW,Visavadar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JTV,Jetalvad,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BADR,Bhader,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DARI,Dhari,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CLC,Chalala,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
AEP,Amreli Para,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
AE,Amreli,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KJV,Khijadiya Jn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LAT,Lathi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DASF,Dhasa Jn (Mg,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JLRF,Jetalsar Jn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JTP,Jetpur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
VVD,Vavdi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
VDV,Vadiya Devli,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KKK,Khakhariya,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KKV,Kukavav,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LDU,Lunidhar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CTL,Chital,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BTDF,Botad Jn (Mg,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SAPR,Sarangpur Ro,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JIL,Jalila Road,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BNH,Bhimnath,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TID,Tagdi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DCK,Dhandhuka,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RY,Rayaka,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DIBL,Dholi (Bhal),,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HLB,Hadala Bhal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LO,Loliya,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LHBK,Lothal Bhurk,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
AEJ,Arnej,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KTGD,Kothgangad,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GS,Godhneshwar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DOK,Dholka,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
VLA,Bavla,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MQA,Matoda,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MORA,Moraiya,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SEJ,Sarkhej,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
VTP,Vastrapur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GG,Gandhigram,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JBB,Jambur,Ambur,12.784066,78.7217855,Q16868946,MATCHED,fuzzy_name,MEDIUM,OGD_Train_details_22122017,OSM_chennai_thoothukudi_stations_raw.geojson
GRHM,Gir Gadhada,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PCC,Prachi Road,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
VLDR,Valadar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JVL,Jamwala,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HRM,Hadmadiya,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GEG,Gir Gadhara,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
UNA,Una,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DVA,Delvada,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JCN,Junichavand,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BILK,Bilkha,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TORA,Torniya,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KODR,Kodinar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GTWD,Ghatwad,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SDHR,Sandhani Dha,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PTP,Patal Pani,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KKD,Kala Kund,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CRL,Choral,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MKT,Mukhtriara B,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BWW,Barawaha,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
OM,Omkareshwar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SWD,Sanawad,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SHBL,Shiblun,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GGLE,Gangatikuri,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JHBN,Jhamatpur Ba,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MHTR,Malihati Tal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TYAE,Tenya,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CWLE,Chowrigacha,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KNSN,Karna Subarn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JVT,Jibanti,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MIAN,Miangram,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KZPE,Kazipara Hal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KTLR,Kanthaliya R,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NBKH,Naba Gram Ka,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NLSF,Niyalishpara,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GSGB,Gosaingram,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BAA,Barala,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LAP,Lohapur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TKP,Takipur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SDLE,Swadinpur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DHPD,Dhapara Dham,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BDBS,Bindubasini,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BDAG,Bonidanga,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BKLE,Bakudi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DDX,Dhamdhamia,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KXE,Kalian Chak,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KPTO,Karanpurato,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MJP,Moharajpur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MPLE,Mahipal  Hal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PRDG,Poradanga,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NWMS,Noapara Mahi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BQZ,Ballalpure,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KRMA,Karamtolla,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
AMPL,Ammapali,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LKB,Lakshmipur B,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LMM,Lailakh Mama,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TIT,Talit,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JTL,Jhapaterdhal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BPS,Banpas,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NRX,Noadar Dhal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PCQ,Pichkurirdha,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KPLE,Kopai,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BSLE,Bataspur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GHLE,Gadadharpur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NGF,Nagar Nabi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TBB,Tilbhita,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CTMP,Chhit Makand,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MVV,Maheshi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GNNA,Gangania,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BUJ,Barauni Flag,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MKPR,Muktapur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KSP,Kishanpur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TLWA,Thalwara,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BJIH,Bijuli Halt,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SSNS,Saheed Suraj,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
UGNA,Ugna,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LLPR,Lalit Lachmi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KRHA,Korahia,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KJME,Kajora Gram,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BMGA,Bhimgara Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PCR,Panchra,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CPLE,Chinpai,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KOX,Kachujor  Fl,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KPK,Kali Pahari,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SLS,Salanpur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MNC,Madankata,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JRW,Joramow,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
LHB,Lahabon Halt,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NRGO,Narganjo Hal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DPX,Dadpur Bh,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GLI,Galsi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PAJ,Paraj,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RBH,Rajbandh,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BHN,Bhuli,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NPJE,Nichitpur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MRQ,Matari,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RJB,Rajabera,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TKB,Tupkadih,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RDF,Radhagaon,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
THO,Tulin,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KITA,Kita,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GATD,Gautamdhara,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GAG,Gangaghat,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JON,Johna,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ALPD,Adalpahari,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PRGR,Pinagoria,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HRNS,Harising,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SKIP,Shikaripara,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BRMA,Barmasia,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KURV,Kurva,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DHWN,Daniyawan Fl,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SCY,Sachiwalaya,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PRBZ,Parsa Bazar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RSMN,Ramgovindsin,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PNUG,Punpun Ghat,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JTDM,Jatdumri Hal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NEMA,Nema Halt,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KRON,Karona Halt,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JHDC,Jahanabad  C,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
IAM,Mai Halt,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NZP,Niyazipur Ha,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
WW,Wanabar Halt,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NERH,Ner Halt,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BBHT,Barabar Halt,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NYM,Neyamatpur H,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
OREH,Ore Halt,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CKH,Chakand,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TNRI,Teneri Halt,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CKMI,Chhotaki Mas,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JTIN,Jethian,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KRJR,Karjara,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MPO,Manpur Jn.,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SNDT,Sindri Town,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SNMY,Sindri Marsh,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RKJE,Rakhitpur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
AMLO,Amlo,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JAN,Jarangdih,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DMBR,Dumri Bihar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DNEA,Danea,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JGBR,Jogeswar Bih,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KMHT,Karmahat,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TKS,Tokisud,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HNDR,Hendegir,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KOLE,Kole,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MMLN,Mahuamilan,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CTQ,Chetar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RCGT,Richughuta,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DEMU,Demu,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BFQ,Bendi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KMND,Kumendi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HHG,Hehegara Hal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MAZ,Mangra,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CNF,Chianki,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KFT,Kajri,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RHR,Rajhaura,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TRZ,Tolra,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MXY,Mahuariya,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JRQ,Jharokhas,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MPF,Muirpur Road,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JGF,Jogidih,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GMX,Gurmura,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SLBN,Salai Banwa,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KHRY,Khairahi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DAP,Dagmagpur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PRE,Pahara,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JHG,Jhingura,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BEO,Birohe,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GAE,Gaipura,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JIA,Jigna,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
UND,Unchdih,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BEP,Bheerpur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KCN,Karchana,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SQS,Sigsigi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KRTA,Karkatta,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SZF,Satbahini,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KVQ,Kosiara,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BCJ,Bagaha Bishn,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DORD,Deo Road,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BHKH,Baghoikusa,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CPBH,Chirailla Pa,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KWAR,Kawar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JAUA,Jamua,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
REMA,Rema,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
DNWR,Dhanwar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NWDH,Nawadih,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NWSI,Nawal Sahi H,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MHSA,Maheshpur 'A,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KQRT,Koderma Town,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PADH,Pipradih,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
UWAN,Urwan,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BRHI,Barhi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PDMA,Padma,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KAGA,Kurhagada,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KAUA,Kathautia,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KKAS,Katkamasandi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KSNA,Kanasar Nawa,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HZBN,Hazaribagh T,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BES,Bes,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
CHRI,Charhi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MNDU,Mandu Halt,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KUJU,Kuju,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
ARGD,Arigada,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RIKD,Rishikund,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
AJUG,Abjuganj,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KMGH,Kamarganj,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KAPP,Khariapipra,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GOG,Ghorghat Hal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PATM,Patam,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SRBG,Sarobag,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GIBP,Ghogi Bariar,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PWBN,Pawai Brohma,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
HSDA,Hansdiha,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KADL,Kumradol,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PETA,Pandetola,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MDLE,Mandar Hill,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PPDI,Pipradih,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BELT,Bela,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SJJ,Sanjha H,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
TKLE,Tikani,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
JDPT,Jagdishpur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
GIF,Gani Dham Ha,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
PJLE,Panjwara Roa,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MDVB,Mandar Vidya,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
MPUR,New Madanpur,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
BRPS,Barapalasi,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
NNHT,Nonihat,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
KUMT,Kurmahat,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
RJL,Rajmahal,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
SGPA,Sugapahari H,,,,,UNMATCHED,none,NONE,OGD_Train_details_22122017,
